title,author,genres
Hunting Prince Dracula Stalking Jack the Ripper 2,"Maniscalco, Kerri *","['Historical Fiction', 'Mystery', 'Young Adult', 'Romance', 'Historical', 'Fantasy', 'Horror']"
Friend Request,"Marshall, Laura *","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']"
All Families are Psychotic,"Coupland, Douglas *","['Fiction', 'Canada', 'Contemporary', 'Humor', 'Novels', 'Literary Fiction', 'Literature']"
Bones of Faerie Bones of Faerie 1,"Simner, Janni Lee *","['Fantasy', 'Young Adult', 'Fairies', 'Fae', 'Fiction', 'Paranormal', 'Dystopia']"
The Talbot Odyssey,"DeMille, Nelson *","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Espionage', 'Mystery Thriller', 'Action']"
Hey Nostradamus,"Coupland, Douglas *","['Fiction', 'Canada', 'Contemporary', 'Novels', 'Literary Fiction', 'Young Adult', 'Literature']"
Plum Island John Corey 1,"DeMille, Nelson *","['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Detective']"
By the Rivers of Babylon,"DeMille, Nelson *","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Action', 'Drama']"
Blood Trail Vicki Nelson 2,"Huff, Tanya","['Urban Fantasy', 'Fantasy', 'Vampires', 'Paranormal', 'Mystery', 'Fiction', 'Horror']"
The Fires Stone,"Huff, Tanya","['Fantasy', 'LGBT', 'Fiction', 'Queer', 'Romance', 'M M Romance', 'High Fantasy']"
Afterlife,"Sakey, Marcus *","['Fantasy', 'Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Paranormal', 'Mystery Thriller']"
Up Country,"DeMille, Nelson *","['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Suspense', 'Historical Fiction', 'Military Fiction']"
The Halo Effect,"LeClaire, Anne D.","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Amazon', 'Business']"
The Secret Garden,"Burnett, Frances Hodgson","['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Fantasy']"
Shattered Steel Brothers Saga 7,"Hardt, Helen *","['Romance', 'Contemporary Romance', 'Suspense', 'Contemporary', 'Erotica', 'Mystery', 'Romantic Suspense']"
Girlfriend in a Coma,"Coupland, Douglas *","['Fiction', 'Canada', 'Science Fiction', 'Contemporary', 'Novels', 'Dystopia', 'Fantasy']"
An Affair to Dismember Matchmaker Mysteries 1,"Sax, Elise","['Mystery', 'Romance', 'Cozy Mystery', 'Humor', 'Fiction', 'Contemporary Romance', 'Mystery Thriller']"
Sweetpea Sweetpea 1,"Skuse, C.J.","['Thriller', 'Fiction', 'Crime', 'Mystery', 'Contemporary', 'Mystery Thriller', 'Adult']"
Subject to Change,"Nesbitt, Karen *","['Young Adult', 'LGBT', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Queer']"
Perfect Formation Perfect Fit 1,"Alan, K.B. *","['Romance', 'Erotica', 'M M F', 'BDSM', 'Menage', 'Contemporary', 'M M Romance']"
Ulysses,"Joyce, James","['Fiction', 'Literature', 'Classics', 'Novels', 'Ireland', 'Irish Literature', '20th Century']"
Corellis Mandolin,"de Bernières, Louis","['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'War', 'Greece', 'Historical']"
Ruth,"Gaskell, Elizabeth","['Classics', 'Fiction', 'Victorian', 'Historical Fiction', '19th Century', 'Literature', 'Romance']"
A Gangsters Girl,"Knott, Chunichi","['Urban', 'Romance', 'African American', 'Fiction']"
Jessicas Guide to Dating on the Dark Side Jessica 1,"Fantaskey, Beth *","['Young Adult', 'Vampires', 'Romance', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
Apprentice  The Black Mage 2,"Carter, Rachel E. *","['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Young Adult Fantasy', 'Fiction', 'Paranormal']"
First Year The Black Mage 1,"Carter, Rachel E. *","['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Young Adult Fantasy', 'High Fantasy', 'Paranormal']"
Trickery Curse of the Gods 1,"Eve, Jaymin *","['Fantasy', 'Reverse Harem', 'Romance', 'Paranormal', 'New Adult', 'Young Adult', 'Magic']"
The Akhenaten Adventure Children of the Lamp 1,"Kerr, P.B.","['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Magic']"
Story of a Girl,"Zarr, Sara *","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Romance']"
Peace Breaks Out,"Knowles, John","['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Novels', 'Boarding School', 'Literature']"
The Namesake,"Lahiri, Jhumpa","['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Indian Literature', 'Literature', 'Book Club']"
Silk Silk Trilogy 1,"Jordan, Penny","['Romance', 'Historical Fiction', 'Fiction', 'Historical', 'British Literature']"
Theres a Slight Chance I Might Be Going to Hell A Novel of Sewer Pipes Pageant Queens and Big Trouble,laurie-notaro,"['Humor', 'Fiction', 'Chick Lit', 'Comedy', 'Mystery', 'Adult', 'Adult Fiction']"
The Winter Sea Slains 1,"Kearsley, Susanna *","['Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Time Travel', 'Scotland', 'Historical Romance']"
Polo Rutshire Chronicles 3,"Cooper, Jilly","['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Humor', 'Horses', 'Modern']"
Riders Rutshire Chronicles 1,"Cooper, Jilly","['Romance', 'Fiction', 'Chick Lit', 'Horses', 'Contemporary', 'Sports', 'British Literature']"
Dead Is a State of Mind Dead Is 2,"Perez, Marlene *","['Young Adult', 'Paranormal', 'Fantasy', 'Mystery', 'Vampires', 'Supernatural', 'Romance']"
The 47th Samurai Bob Lee Swagger 4,"Hunter, Stephen *","['Thriller', 'Fiction', 'Mystery', 'Action', 'Suspense', 'Adventure', 'Crime']"
The Day Before Midnight,"Hunter, Stephen *","['Fiction', 'Thriller', 'Action', 'Mystery', 'Adventure', 'Espionage', 'Military Fiction']"
Audition,"Murakami, Ryū","['Horror', 'Fiction', 'Japanese Literature', 'Japan', 'Thriller', 'Mystery', 'Contemporary']"
I Survived the American Revolution 1776 I Survived 15,"Tarshis, Lauren","['Historical Fiction', 'Middle Grade', 'Childrens', 'Fiction', 'Adventure', 'Chapter Books', 'War']"
Max Maximum Ride 5,"Patterson, James *","['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Paranormal']"
The Nature of Jade,"Caletti, Deb *","['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Fiction', 'Mental Health', 'Mental Illness']"
The Fight Drama High 1,"Divine, L. *","['Young Adult', 'Drama', 'African American', 'Urban', 'Teen', 'Fiction', 'Contemporary']"
Skyscraper,Zane *,"['Erotica', 'African American', 'Fiction', 'Romance', 'Adult Fiction', 'Adult', 'Urban']"
The War of Don Emmanuels Nether Parts,"de Bernières, Louis","['Fiction', 'Magical Realism', 'Humor', 'Contemporary', 'Historical Fiction', 'Latin American', 'Fantasy']"
Death Before Dishonor,"Turner, Nikki","['Fiction', 'African American', 'Urban']"
Riding Dirty on I95,"Turner, Nikki","['Fiction', 'Urban', 'Crime', 'Drama', 'Romance']"
The Glamorous Life,"Turner, Nikki","['African American', 'Fiction', 'Urban', 'Romance']"
A Project Chick,"Turner, Nikki","['Urban', 'Fiction', 'African American Romance']"
Bad Girlz,"Holmes, Shannon","['Urban', 'African American', 'Adult', 'Fiction', 'Sexuality', 'African American Literature']"
BMore Careful,"Holmes, Shannon","['Urban', 'Fiction', 'African American', 'Drama', 'Adult Fiction', 'Contemporary', 'Adult']"
True to the Game True to the Game 1,"Woods, Teri","['Urban', 'Fiction', 'African American', 'Romance', 'Drama', 'Crime', 'Adult']"
Dutch Dutch Trilogy 1,"Woods, Teri","['Urban', 'Fiction', 'African American', 'Adult', 'Crime', 'Thriller', 'Suspense']"
Dutch II Angels Revenge Dutch Trilogy 2,"Woods, Teri","['Urban', 'Fiction', 'Crime', 'African American', 'Adult', 'Drama']"
The Spook Who Sat by the Door,"Greenlee, Sam","['Fiction', 'Historical Fiction', 'Race', 'African American', 'Classics', 'Politics', 'Mystery']"
Red Dog,"de Bernières, Louis","['Fiction', 'Australia', 'Animals', 'Dogs', 'Contemporary', 'Young Adult', 'Historical Fiction']"
Perilous Waif Alice Long 1,"Brown, E. William *","['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Young Adult', 'Space', 'Romance']"
Brazen Brazen 1,"Banks, Maya *","['Menage', 'Erotica', 'Romance', 'Erotic Romance', 'Contemporary', 'Contemporary Romance', 'M F M']"
The Blood Forest Tree of Ages 3,"Roethle, Sara C. *","['Fantasy', 'Fiction', 'Magic', 'Young Adult', 'Romance', 'Science Fiction Fantasy', 'Fae']"
Leslie,"Tyree, Omar","['African American', 'Urban', 'Contemporary', 'Paranormal', 'Black Literature', 'Fantasy', 'Adult Fiction']"
Milk in My Coffee,"Dickey, Eric Jerome","['Fiction', 'Romance', 'African American', 'Contemporary', 'Urban', 'Interracial Romance', 'Adult']"
Liars Game,"Dickey, Eric Jerome","['Fiction', 'Romance', 'African American', 'Urban', 'Contemporary', 'Drama', 'Relationships']"
The Echo of Twilight,"Kinghorn, Judith *","['Historical Fiction', 'Romance', 'Historical', 'Fiction', 'World War I', 'War', 'British Literature']"
This is Not Your Story,"Sharma, Savi *","['Fiction', 'Romance', 'Indian Literature', 'India', 'Novels', 'Love', 'Contemporary']"
The Caryatids,"Sterling, Bruce","['Science Fiction', 'Fiction', 'Cyberpunk', 'Dystopia', 'Science Fiction Fantasy', 'Literature', 'Contemporary']"
Birds Without Wings,"de Bernières, Louis","['Historical Fiction', 'Fiction', 'War', 'Historical', 'Literature', 'Novels', 'Literary Fiction']"
Little Mercies,"Gudenkauf, Heather *","['Fiction', 'Contemporary', 'Chick Lit', 'Mystery', 'Suspense', 'Womens Fiction', 'Adult Fiction']"
Jennifer Hecate Macbeth William McKinley and Me Elizabeth,"Konigsburg, E.L.","['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Realistic Fiction', 'Witches', 'Juvenile']"
The Pool House,"Perry, Tasmina","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Chick Lit', 'Psychological Thriller']"
Tremarnock Summer Tremarnock 3,"Burstall, Emma *","['Fiction', 'Romance', 'Chick Lit']"
PS from Paris,"Levy, Marc *","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'France', 'Contemporary Romance', 'French Literature']"
Undercover Princess,"Glynn, Connie","['Fantasy', 'Young Adult', 'Middle Grade', 'Romance', 'Contemporary', 'Fiction', 'LGBT']"
Anything You Can Do,"Grey, R.S. *","['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Chick Lit']"
The Girl in the Tower The Winternight Trilogy 2,"Arden, Katherine *","['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Mythology', 'Fairy Tales']"
Captains Courageous,"Kipling, Rudyard","['Classics', 'Fiction', 'Adventure', 'Historical Fiction', 'Literature', 'Young Adult', 'Childrens']"
Its a Mall World After All,"Rallison, Janette *","['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Humor', 'Realistic Fiction']"
Kill Creek,"Thomas, Scott","['Horror', 'Fiction', 'Thriller', 'Paranormal', 'Mystery', 'Adult', 'Halloween']"
Starclimber Matt Cruse 3,"Oppel, Kenneth *","['Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Adventure', 'Fiction', 'Romance']"
The Forgotten Garden,"Morton, Kate *","['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Romance', 'Adult Fiction', 'Adult']"
Taking Care of Business Kate  Leah 1,"Hart, Megan *","['Romance', 'Erotica', 'Contemporary', 'Erotic Romance', 'Contemporary Romance', 'BDSM', 'Adult']"
All the Little Children,"Furniss, Jo *","['Fiction', 'Thriller', 'Mystery', 'Dystopia', 'Mystery Thriller', 'Post Apocalyptic', 'Apocalyptic']"
Riding on Instinct Wild Riders 3,"Burton, Jaci *","['Romance', 'Erotica', 'Romantic Suspense', 'Erotic Romance', 'Contemporary', 'Contemporary Romance', 'Suspense']"
The Mane Event Pride 1,"Laurenston, Shelly","['Paranormal', 'Paranormal Romance', 'Romance', 'Shapeshifters', 'Fantasy', 'Erotica', 'Urban Fantasy']"
The Art of Hiding,"Prowse, Amanda *","['Fiction', 'Contemporary', 'Chick Lit', 'Womens Fiction', 'Drama', 'Family', 'Mystery']"
Swimming Lessons The Beach House,"Monroe, Mary Alice *","['Fiction', 'Romance', 'Chick Lit', 'Southern', 'Womens Fiction', 'Contemporary', 'Adult Fiction']"
The Thorn Birds,"McCullough, Colleen","['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Historical', 'Historical Romance', 'Drama']"
The Language of Flowers,"Diffenbaugh, Vanessa *","['Fiction', 'Romance', 'Contemporary', 'Book Club', 'Adult Fiction', 'Adult', 'Chick Lit']"
The Woodlanders,"Hardy, Thomas","['Fiction', 'Classics', '19th Century', 'Victorian', 'Romance', 'Literature', 'British Literature']"
Fireproof,"Wilson, Eric *","['Christian', 'Christian Fiction', 'Fiction', 'Romance', 'Marriage', 'Faith', 'Inspirational']"
The Golden House,"Rushdie, Salman","['Fiction', 'Contemporary', 'Literary Fiction', 'India', 'Literature', 'Magical Realism', 'Novels']"
13 Reasons Why,"Asher, Jay *","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen']"
Under the Wire The Bodyguards 5,"Gerard, Cindy","['Romantic Suspense', 'Romance', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Military Fiction', 'Military Romance']"
If Looks Could Kill Bailey Weggins Mystery 1,"White, Kate *","['Mystery', 'Fiction', 'Mystery Thriller', 'Chick Lit', 'Cozy Mystery', 'Thriller', 'Murder Mystery']"
Til Death Do Us Part Bailey Weggins Mystery 3,"White, Kate *","['Mystery', 'Fiction', 'Chick Lit', 'Thriller', 'Mystery Thriller', 'Crime', 'Cozy Mystery']"
A Body to Die For Bailey Weggins Mystery 2,"White, Kate *","['Mystery', 'Fiction', 'Chick Lit', 'Mystery Thriller', 'Cozy Mystery', 'Thriller', 'Murder Mystery']"
The Chaos of Standing Still,"Brody, Jessica *","['Contemporary', 'Young Adult', 'Romance', 'Christmas', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction']"
Midnight Sun,"Cook, Trish","['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction', 'Teen']"
The 13th Juror Dismas Hardy 4,"Lescroart, John *","['Mystery', 'Fiction', 'Legal Thriller', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense']"
The 13th Valley,"Vecchio, John M. Del","['Fiction', 'Historical Fiction', 'War', 'Military Fiction', 'Military History', 'Historical', 'Classics']"
Caesars Women Masters of Rome 4,"McCullough, Colleen","['Historical Fiction', 'Fiction', 'Historical', 'Roman', 'Italy', 'Ancient History', 'Ancient']"
The Wasted Vigil,"Aslam, Nadeem","['Fiction', 'Historical Fiction', 'War', 'Pakistan', 'Contemporary', 'Novels', 'Literary Fiction']"
Kenny  the Dragon,"DiTerlizzi, Tony *","['Fantasy', 'Dragons', 'Childrens', 'Middle Grade', 'Fiction', 'Animals', 'Juvenile']"
The Children of the New Forest,"Marryat, Frederick","['Classics', 'Historical Fiction', 'Fiction', 'Childrens', 'Historical', 'Young Adult', 'Adventure']"
Vow of Thieves Dance of Thieves 2,"Pearson, Mary E. *","['Romance', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Fantasy', 'Fantasy Romance', 'High Fantasy']"
The Glass of Time The Meaning of Night 2,"Cox, Michael","['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Gothic', 'Victorian', 'British Literature']"
The Secret Scripture McNulty Family,"Barry, Sebastian","['Fiction', 'Historical Fiction', 'Ireland', 'Irish Literature', 'Historical', 'Literary Fiction', 'Mystery']"
Skin Deep,"Nugent, Liz *","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Irish Literature', 'Psychological Thriller']"
Morgans Run,"McCullough, Colleen","['Historical Fiction', 'Fiction', 'Australia', 'Historical', 'Romance', 'Adventure', '18th Century']"
Mrs Saint and the Defectives,"Timmer, Julie Lawson *","['Fiction', 'Chick Lit', 'Contemporary', 'Mystery', 'Adult Fiction', 'Novels', 'Amazon']"
Growth of the Soil,"Hamsun, Knut","['Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Novels', 'Scandinavian Literature', '20th Century']"
Sixth Column,"Heinlein, Robert A.","['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'War', 'Speculative Fiction', 'Adventure', 'Novels']"
Her Perfect Life,"Hepburn, Sam *","['Thriller', 'Fiction', 'Mystery Thriller', 'Mystery', 'Crime', 'Adult', 'Psychological Thriller']"
Tokio Blues Norwegian Wood,"Murakami, Haruki","['Fiction', 'Romance', 'Japan', 'Japanese Literature', 'Classics', 'Novels', 'Literary Fiction']"
Men of the Otherworld Otherworld Stories 1,"Armstrong, Kelley *","['Urban Fantasy', 'Paranormal', 'Fantasy', 'Werewolves', 'Paranormal Romance', 'Fiction', 'Romance']"
The Cove  FBI Thriller 1,"Coulter, Catherine *","['Mystery', 'Romance', 'Thriller', 'Fiction', 'Suspense', 'Romantic Suspense', 'Mystery Thriller']"
More Than We Can Tell Letters to the Lost 2,"Kemmerer, Brigid *","['Romance', 'Young Adult', 'Contemporary', 'Young Adult Contemporary', 'Fiction', 'Realistic Fiction', 'Mental Health']"
The Grass Crown Masters of Rome 2,"McCullough, Colleen","['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Roman', 'Ancient History', 'Ancient']"
Beloved Hope Heart of the Frontier Book 2,"Peterson, Tracie","['Christian Fiction', 'Historical Fiction', 'Romance', 'Fiction', 'Christian Romance', 'Historical', 'Christian']"
Peter and the Starcatchers Peter and the Starcatchers 1,"Barry, Dave *","['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Retellings']"
Peter Pan in Scarlet,"McCaughrean, Geraldine","['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Pirates']"
A Total Waste of Makeup Charlize Edwards 1,"Gruenenfelder, Kim","['Chick Lit', 'Romance', 'Fiction', 'Humor', 'Contemporary', 'Adult', 'Contemporary Romance']"
Peter Pan,"Barrie, J.M.","['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Middle Grade']"
Stackin Paper,"King, Deja","['Urban', 'African American']"
The Pinhoe Egg  Chrestomanci 6,"Jones, Diana Wynne","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic', 'Young Adult Fantasy']"
The Chronicles of Chrestomanci Volume 1 Chrestomanci 12,"Jones, Diana Wynne","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Magic', 'Middle Grade', 'Adventure']"
The Warded Man The Demon Cycle 1,"Brett, Peter V. *","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adventure', 'Dark Fantasy']"
The Chronicles of Chrestomanci Volume 2 Chrestomanci 34,"Jones, Diana Wynne","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Magic', 'Middle Grade', 'Science Fiction Fantasy']"
Perfume The Story of a Murderer,"Süskind, Patrick","['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime']"
Echoes,"Binchy, Maeve","['Fiction', 'Ireland', 'Chick Lit', 'Romance', 'Historical Fiction', 'Irish Literature', 'Contemporary']"
The Five People You Meet in Heaven,"Albom, Mitch *","['Fiction', 'Contemporary', 'Inspirational', 'Fantasy', 'Classics', 'Spirituality', 'Adult']"
The Glass Lake,"Binchy, Maeve","['Fiction', 'Chick Lit', 'Ireland', 'Romance', 'Irish Literature', 'Contemporary', 'Novels']"
Beach Lawyer Beach Lawyer 1,"Duff, Avery","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Legal Thriller', 'Amazon']"
Year One Chronicles of The One 1,"Roberts, Nora *","['Fantasy', 'Fiction', 'Dystopia', 'Romance', 'Paranormal', 'Urban Fantasy', 'Post Apocalyptic']"
The Copper Beech,"Binchy, Maeve","['Fiction', 'Ireland', 'Chick Lit', 'Romance', 'Irish Literature', 'Contemporary', 'Womens Fiction']"
The Unexpected Animorphs 44,"Applegate, K.A.","['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Childrens', 'Aliens', 'Middle Grade']"
Girl in Trouble Alex Mercer Thriller 1,"Claflin, Stacy *","['Thriller', 'Mystery', 'Suspense', 'Fiction', 'Mystery Thriller', 'Crime', 'Amazon']"
A Tangled Mercy,"Jordan-Lake, Joy *","['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Contemporary', 'Race', 'Adult']"
The School Skeleton A to Z Mysteries 19,"Roy, Ron","['Mystery', 'Childrens', 'Fiction', 'Chapter Books', 'Middle Grade', '2nd Grade', 'Kids']"
