title,author,answer,citation
Gravity The Taking 1,"West, Melissa","[0, """"]","['https://www.coursehero.com/lit/Gravitys-Rainbow/characters/', ""https://zh.wikipedia.org/zh-tw/en:Gravity's_Rainbow"", 'https://meadowparty.com/blog/2013/01/28/gravitys-rainbow/', 'https://www.vaia.com/en-us/explanations/english-literature/american-literature/gravitys-rainbow/', 'https://www.enotes.com/topics/gravitys-rainbow-thomas-pynchon/characters']"
Destined Wings 4,"Pike, Aprilynne","[1, ""Laurel""]","['https://www.goodreads.com/book/show/12846479-destined', 'http://teamnerdreviews.blogspot.com/2012/12/book-review-destined-wings-series-4-by.html', 'https://bookbrief.io/books/wings-aprilynne-pike/character-analysis', 'https://heartfullofbooks.com/2015/12/13/review-wings-series-by-aprilynne-pike/', 'https://foreveryoungadult.com/book-report/this-book-and-i-are-not-destined-to-be-together/']"
The Best Exotic Marigold Hotel,"Moggach, Deborah","[1, ""Evelyn Greenslade""]","['https://www.imdb.com/title/tt1412386/fullcredits/', 'https://en.wikipedia.org/wiki/The_Best_Exotic_Marigold_Hotel', 'https://www.imdb.com/title/tt1412386/fullcredits/cast', 'https://www.tvguide.com/movies/the-best-exotic-marigold-hotel/cast/2000203391/', 'https://scholarworks.gvsu.edu/cgi/viewcontent.cgi?article=1432&context=honorsprojects']"
Deadweather and Sunrise The Chronicles of Egg 1,"Rodkey, Geoff","[1, ""Millicent Pembroke""]","['https://www.goodreads.com/book/show/12849210', 'https://bookshelfpiratereviews.wordpress.com/2014/06/07/deadweather-and-sunrise/', 'https://annaejordan.com/2013/06/04/book-review-wednesday-deadweather-and-sunrise-by-geoff-rodkey/', 'https://www.kirkusreviews.com/book-reviews/geoff-rodkey/deadweather-and-sunrise/', 'https://leafsreviews.wordpress.com/2016/04/19/deadweather-and-sunrise-by-geoff-rodkey/']"
Mercy,"Picoult, Jodi","[1, ""Allie MacDonald""]","['https://www.jodipicoult.com/mercy.html', 'http://suesbookreviews.blogspot.com/2024/12/mercy-by-jodi-picoult.html', 'https://www.supersummary.com/mercy/summary/', 'https://goodreads.com/book/show/10910', 'https://thatssojacob.wordpress.com/2014/04/02/have-mercy/']"
Roadside Picnic,"Strugatsky, Arkady","[0, """"]","['https://app.thestorygraph.com/book_reviews/60f11309-c806-4a1d-9608-d3c959aba40e/content_warning/43', 'http://www.positronchicago.com/2016/03/weird-wonderful-roadside-picnic.html', 'https://en.wikipedia.org/wiki/Roadside_Picnic', 'https://www.ebsco.com/research-starters/literature-and-writing/roadside-picnic-analysis-major-characters', 'https://www.goodreads.com/book/show/12851913-roadside-picnic']"
No Flying in the House,"Brock, Betty","[1, ""Annabel Tippens""]","['https://www.goodreads.com/book/show/128521.No_Flying_in_the_House', 'https://prezi.com/k7mobmqryup6/no-flying-in-the-house/', 'https://pewterbreath.wordpress.com/2012/11/14/no-flying-in-the-house-by-betty-brock/', 'https://wholeotherstory.com/no-flying-in-the-house', 'https://blog.mugglenet.com/2013/01/book-review-no-flying-in-the-house-by-betty-brock/']"
The Mongoliad Book One Foreworld 1,"Stephenson, Neal","[1, ""Cnan""]","['https://www.goodreads.com/book/show/12853147-the-mongoliad', 'https://en.wikipedia.org/wiki/The_Mongoliad', 'https://thegentlesandman.wordpress.com/2015/05/26/the-mongoliad-book-one-a-review/comment-page-1/', 'http://strangehorizons.com/wordpress/non-fiction/reviews/the-mongoliad-book-one-by-neal-stephenson-greg-bear-mark-teppo-e-d-debirmingham-erik-bear-joseph-brassey-and-cooper-moo/', 'https://historicalnovelsociety.org/reviews/the-mongoliad-book-one/']"
Eternity Road,"McDevitt, Jack","[1, ""Chaka Milana""]","['https://550wordsorless.wordpress.com/2015/03/03/book-review-eternity-road-strong-world-building-and-weak-characters/', 'https://en.wikipedia.org/wiki/Eternity_Road_(novel)', 'https://www.goodreads.com/book/show/131366309-eternity-road', 'https://www.sffworld.com/forum/threads/becoming-annoyed-at-the-way-jack-mcdevitt-portraits-women.29245/', 'http://stevenhsilver.com/eternity.html']"
The Gambler,"Dostoevsky, Fyodor","[1, ""Polina Alexandrovna""]","['https://en.wikipedia.org/wiki/The_Gambler_(novel)', 'https://www.gradesaver.com/the-gambler/study-guide/character-list', 'https://www.enotes.com/topics/gambler/characters', 'https://en.wikipedia.org/wiki/Polina_Suslova', 'https://kaggsysbookishramblings.wordpress.com/2013/04/13/recent-reads-the-gambler-by-dostoevsky/']"
The Ladies of Covington Send Their Love Ladies of Covington 1,"Medlicott, Joan","[1, ""Amelia Declose""]","['https://www.goodreads.com/book/show/8473702', 'http://www.publishersweekly.com/9780312253295', 'https://seniorlearn.org/bookclubs/archives/fiction/LadiesCovington.htm', 'https://www.barnesandnoble.com/w/the-ladies-of-covington-send-their-love-joan-a-medlicott/1102326724', 'https://books.apple.com/us/book/the-ladies-of-covington-send-their-love/id385990257']"
From the Heart of Covington Ladies of Covington 3,"Medlicott, Joan","[1, ""Hannah""]","['https://www.goodreads.com/book/show/128586', 'https://www.kirkusreviews.com/book-reviews/joan-medlicott/from-the-heart-of-covington/', 'https://www.abebooks.com/9780312988258/Heart-Covington-Ladies-No-3-0312988257/plp', 'https://seniorlearn.org/bookclubs/archives/fiction/LadiesCovington.htm', 'https://www.bookseriesinorder.com/ladies-of-covington/']"
At Home in Covington Ladies of Covington 5,"Medlicott, Joan","[1, ""Amelia Declose""]","['https://www.goodreads.com/book/similar/123844-at-home-in-covington', 'https://www.goodreads.com/book/show/8473702', 'https://seniorlearn.org/bookclubs/archives/fiction/LadiesCovington.htm', 'https://www.simonandschuster.com/books/At-Home-in-Covington/Joan-Medlicott/9780743470414', 'https://www.barnesandnoble.com/w/the-ladies-of-covington-send-their-love-joan-a-medlicott/1102326724']"
Two Days After the Wedding Ladies of Covington 6,"Medlicott, Joan","[1, ""Hannah""]","['https://www.goodreads.com/work/editions/123845-two-days-after-the-wedding', 'https://www.goodreads.com/work/quotes/123845', 'https://in.pinterest.com/pin/54606214228829995/', 'https://jennyjag.wordpress.com/utmaningar/min-digitala-bokhylla/', 'https://www.barnesandnoble.com/w/two-days-after-the-wedding-joan-medlicott/1100363830']"
The Spirit of Covington Ladies of Covington 4,"Medlicott, Joan","[1, """"]","['https://www.goodreads.com/book/similar/123848-the-spirit-of-covington-a-novel', 'https://www.goodreads.com/book/show/8473702', 'https://www.bookseriesinorder.com/ladies-of-covington/', 'https://www.seniorlearn.org/bookclubs/archives/fiction/LadiesCovington.htm', 'https://www.barnesandnoble.com/w/the-ladies-of-covington-send-their-love-joan-a-medlicott/1102326724']"
As Dead As It Gets Bad Girls Dont Die 3,"Alender, Katie","[1, ""Alexis Warren""]","['https://www.goodreads.com/book/show/12862611-as-dead-as-it-gets', 'https://yabookscentral.com/bad-girls-dont-die-as-dead-as-it-gets/', 'https://www.barnesandnoble.com/w/as-dead-as-it-gets-katie-alender/1108074781', 'https://www.fbmarketplace.org/bad-girls-dont-die-as-dead-as-it-gets-paperback-114614', 'https://www.goodreads.com/series/51154-bad-girls-don-t-die']"
The Straw Men Straw Men 1,"Marshall, Michael","[1, ""Sarah Becker""]","['https://goodreads.com/book/show/1032642.The_Straw_Men', 'https://horrornovelreviews.com/2013/09/22/michael-marshall-the-straw-men-review/', 'https://alternativemagazineonline.co.uk/2016/04/18/book-review-the-straw-men-10th-anniversary-special-edition-by-michael-marshall/', 'https://www.goodreads.com/book/show/19918195', 'http://lizlovesbooks.com/lizlovesbooks/michael-marshall/']"
Taken at Dusk Shadow Falls 3,"Hunter, C.C.","[1, ""Kylie Galen""]","['https://yabookscentral.com/taken-at-dusk-shadow-falls-3/', 'https://www.goodreads.com/book/show/12994439', 'https://yabookscentral.com/taken-at-dusk-shadow-falls-3/reviews/faqs/advertise/', 'https://aesopsattic.circlesoft.net/p/young-adult-taken-at-dusk-shadow-falls-3--6', 'https://www.goodreads.com/characters/52018-kylie-galen']"
The Yacoubian Building,"الأسواني, علاء","[1, ""Busayna el Sayed""]","['https://bookbrief.io/books/the-yacoubian-building-alaa-al-aswany/character-analysis', 'https://en.wikipedia.org/wiki/The_Yacoubian_Building', 'http://www.bookshybooks.com/2012/01/book-review-alaa-al-aswanys-yacoubian.html', 'https://wecanreaditforyouwholesale.com/2000-2009/the-yacoubian-building-alaa-al-aswany/', 'https://en.wikipedia.org/wiki/The_Yacoubian_Building_(film)']"
Darkness Before Dawn Darkness Before Dawn 1,"London, J.A.","[1, ""Dawn""]","['https://www.goodreads.com/book/show/12872080-darkness-before-dawn', 'https://www.itchingforbooks.com/2012/05/review-darkness-before-dawn-by-ja.html?m=1', 'https://parents.simonandschuster.com/9781442489158', 'https://yabookscentral.com/darkness-before-dawn-2/discussions/27637/top-reviewers/', 'https://thebookishbabes.blogspot.com/2012/05/review-darkness-before-dawn-by-ja.html?m=0']"
Canada,"Ford, Richard","[0, """"]","['https://fictionwritersreview.com/review/canada-by-richard-ford/', 'https://threeguysonebook.com/canada-by-richard-ford/', 'https://postcardsfrompurgatory.com/2012/07/05/a-review-of-richard-fords-canada-by-bethany/', 'https://sobrief.com/books/canada', 'https://samannelizabeth.wordpress.com/2014/10/13/book-review-canada-by-richard-ford-35-a-great-american-novel/']"
Sweetheart I Sweetheart 1,"Cecilia, Martha","[1, ""Kimberly""]","['https://www.goodreads.com/shelf/show/phr-pocketbooks', 'https://newspaperarchive.com/semi-weekly-wisconsin-dec-18-1867-p-4/', 'https://www.goodreads.com/series/66559-sweetheart', 'https://www.goodreads.com/book/show/12873746-sweetheart-i', 'https://en.wikipedia.org/wiki/List_of_Desperate_Housewives_characters']"
Lavander Lace,"Cecilia, Martha","[1, ""Lacey""]","['https://www.goodreads.com/book/show/12873757-lavander-lace', 'https://www.wattpad.com/story/137053070-sweetheart-2-lavender-lace-completed-published-by', 'https://www.wattpad.com/529105406-sweetheart-2-lavender-lace-completed-published-by', 'https://en.wikipedia.org/wiki/Martha_Cecilia', 'https://shopee.ph/Sweetheart-Series-2-Lavender-Lace-Martha-Cecilia-(NEW-COVER)-i.28437672.8629509640']"
Bare Bones Temperance Brennan 6,"Reichs, Kathy","[1, ""Temperance Brennan""]","['https://www.goodreads.com/book/show/1460528.Bare_Bones', 'https://kathyreichs.com/the-bare-%E2%80%98bones%E2%80%99-of-writing/', 'https://thebookwormery.wordpress.com/2012/03/20/bare-bones-kathy-reichs/', 'https://en.wikipedia.org/wiki/Temperance_Brennan', 'https://www.bookbrowse.com/reviews/index.cfm/book_number/1268/bare-bones']"
Tell the Wolves Im Home,"Brunt, Carol Rifka","[1, ""June Elbus""]","[""https://en.wikipedia.org/wiki/Tell_The_Wolves_I'm_Home"", 'https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home', 'https://thewrangler.org/2020/02/27/tell-the-wolves-home-review/', 'https://www.penguinrandomhouse.com/books/214920/tell-the-wolves-im-home-by-carol-rifka-brunt/9780812982855/readers-guide/', 'https://forums.onlinephilosophyclub.com/viewtopic.php?t=22590']"
Deadly Decisions Temperance Brennan 3,"Reichs, Kathy","[1, ""Temperance Brennan""]","['https://baddiebookreviews.com/2024/03/13/deadly-decisions-by-kathy-reichs-temperance-brennan-3/', 'https://en.wikipedia.org/wiki/Deadly_D%C3%A9cisions', 'https://leahs-books.com/2022/02/17/deadly-decisions/', 'https://eustaciatan.com/2021/10/book-review-deadly-decisions-by-kathy-reichs.html', 'https://niallharran.com/tag/temperance-brennan/']"
Death du Jour Temperance Brennan 2,"Reichs, Kathy","[1, ""Temperance Brennan""]","['https://en.wikipedia.org/wiki/Death_du_Jour', 'https://baddiebookreviews.com/2023/10/25/death-du-jour-by-kathy-reichs-temperance-brennan-2/', 'https://www.goodreads.com/book/show/128756.Death_du_Jour', 'https://app.thestorygraph.com/book_reviews/b583049b-7e6d-45c7-8e86-d640d90a64c6?page=3', 'https://baddiebookreviews.com/2023/09/20/deja-dead-by-kathy-reichs/']"
Fatal Voyage Temperance Brennan 4,"Reichs, Kathy","[1, ""Temperance Brennan""]","['https://www.goodreads.com/characters/1043738-katy-brennan-petersons', 'https://www.goodreads.com/book/show/128759.Fatal_Voyage', 'http://www.ddsreviews.in/2013/05/FatalVoyage.html', 'https://earthandskye.org/2016/05/27/fatal-voyage-by-kathy-reichs-book-review/', 'https://kathyreichs.com/buddytv-interview-the-5-most-difficult-and-fascinating-things-about-solving-murder/']"
The Unvanquished The Corrected Text,"Faulkner, William","[1, ""Granny Millard""]","['https://www.sparknotes.com/lit/unvanquished/characters/', 'https://en.wikipedia.org/wiki/The_Unvanquished', 'https://commons.vccs.edu/cgi/viewcontent.cgi?article=1001&context=student_writing', 'https://www.ebsco.com/research-starters/literature-and-writing/unvanquished-analysis-major-characters', 'https://www.faulknerjapan.com/journal/No6/Suwabe.htm']"
The Boyfriend Game First Kisses 5,"Davis, Stephie","[1, ""Trisha""]","['https://www.goodreads.com/book/show/21939367-the-boyfriend-game', 'https://www.romance.io/topics/newest/length-short,athletes/116', 'https://www.romance.io/topics/best/sports,athletes/196', 'https://www.goodreads.com/list/user_vote/1036574?tab=book', 'https://en.wikipedia.org/wiki/List_of_dramatic_television_series_with_LGBT_characters:_2020s']"
Fifty Shades Freed Fifty Shades 3,"James, E.L.","[1, ""Anastasia Steele""]","['https://en.wikipedia.org/wiki/Fifty_Shades_Freed_(film)', 'https://www.imdb.com/title/tt4477536/fullcredits/', 'https://www.imdb.com/title/tt4477536/', 'https://en.wikipedia.org/wiki/Fifty_Shades_Freed', 'https://kddidit.com/2012/07/05/book-review-e_l_james_fifty_shades_of_grey/']"
Spark Sky Chasers 2,"Ryan, Amy Kathleen","[1, ""Waverly""]","['https://goodreads.com/book/show/12882328-spark', 'http://alphareader.blogspot.com/2012/07/spark-sky-chasers-2-by-amy-kathleen-ryan.html', 'http://ivybookbindings.blogspot.com/2013/11/review-spark-by-amy-kathleen-ryan.html', 'https://yabookscentral.com/spark-sky-chasers-book-2/discussions/29069/top-reviewers/', 'https://gregsbookhaven.blogspot.com/2013/06/review-spark.html?m=0']"
Ignite Midnight Fire 1,"Davis, Kaitlyn","[1, ""Kira Dawson""]","['https://www.goodreads.com/book/show/21587765-ignite', 'https://diaryofdifference.com/2018/08/10/ignite-midnight-fire-1-kaitlyn-davis-book-review/', 'https://www.goodreads.com/book/show/43820305-ignite', 'https://elisabethwheatley.wordpress.com/tag/kaitlyn-davis/', 'https://www.wattpad.com/story/25180720-ignite-midnight-fire-1']"
A Hidden Fire Elemental Mysteries 1,"Hunter, Elizabeth","[1, ""Beatrice De Novo""]","['https://www.goodreads.com/book/show/24259392-a-hidden-fire', 'https://www.goodreads.com/book/show/12755792-a-hidden-fire', 'http://www.ismellsheep.com/2015/03/double-book-review-hidden-fire.html', 'https://www.romance.io/books/553e69b35b270e0a4cbd8f19/a-hidden-fire-elizabeth-hunter?src=rdt&thr=1evzzco', 'https://bookhype.com/review/show/52dc6ce3-1d41-49f5-b9b0-05ed9d921a1a']"
The Rock Stars Daughter Treadwell Academy 1,"Duffy, Caitlyn","[1, ""Taylor Beauforte""]","['https://www.goodreads.com/book/show/12888207-the-rock-star-s-daughter', 'https://goodreads.com/book/show/12888207', 'https://www.romance.io/topics/best/secret%20child/189', ""https://soundcloud.com/tags/star's"", 'https://nobentspinesblog.wordpress.com/2013/03/16/free-ebooks-and-their-ratings/']"
The Lifeboat,"Rogan, Charlotte","[1, ""Grace Winter""]","['https://bookmonkeyscribbles.wordpress.com/2012/03/22/the-lifeboat-by-charlotte-rogan/', 'https://femalescriblerian.com/2013/02/04/the-lifeboat-charlotte-rogan/', 'https://www.cleareyesfullshelves.com/blog/review-the-lifeboat-by-charlotte-rogan.html', 'https://www.wisewomencanada.com/the-life-boat-by-charlotte-rogan/', 'https://postcardsfrompurgatory.com/2012/09/22/a-review-of-charlotte-rogans-the-lifeboat-by-bethany/']"
Have Mercy on Us All Commissaire Adamsberg 4,"Vargas, Fred","[0, """"]","['https://www.simonandschuster.com/books/Have-Mercy-on-Us-All/Fred-Vargas/9780743284011', 'https://eustaciatan.com/2020/03/book-review-have-mercy-on-us-all-by-fred-vargas.html', 'https://wordswithoutborders.org/book-reviews/have-mercy-on-us-all/', 'http://www.crimesegments.com/2011/07/have-mercy-on-us-all-by-fred-vargas.html', 'https://jiescribano.wordpress.com/2018/02/09/review-have-mercy-on-us-all-2001-adamsberg-3-by-ferd-vargas-tran-david-bellos/']"
Deaths Rival Jane Yellowrock 5,"Hunter, Faith","[1, ""Jane Yellowrock""]","['http://www.fangsforthefantasy.com/2012/09/review-deaths-rival-by-faith-hunter.html', 'https://www.goodreads.com/book/show/13542898-death-s-rival', 'https://thereadingchick.com/2020/05/29/this-chick-read-deaths-rival-jane-yellowrock-5-by-faith-hunter/', 'https://www.faithhunter.net/wp/books/jane-yellowrock-series/deaths-rival/', 'https://www.barnesandnoble.com/w/deaths-rival-faith-hunter/1108661425']"
Tink North of Never Land Tales of Pixie Hollow 9,"Thorpe, Kiki","[1, ""Tinker Bell""]","['http://justanotherdayinherlife.blogspot.com/2010/05/tink-north-of-neverland-beck-beyond-sea.html', 'https://en.wikipedia.org/wiki/Disney_Fairies', 'https://ca.pinterest.com/pin/725220346263897647/', 'https://www.goodreads.com/book/show/1289029', 'https://www.goodreads.com/book/show/1289029.Tink_North_of_Never_Land']"
Get Me out of Here Middle School 2,"Patterson, James","[0, """"]","['https://www.goodreads.com/book/show/20552789', 'https://www.goodreads.com/book/show/17333274', 'https://www.librarycat.org/lib/biblio99/item/257783355', 'https://www.biblio.com/book/middle-school-get-me-out-here/d/1667297572', 'https://www.betterworldbooks.com/product/detail/middle-school-get-me-out-of-here-middle-school-2-9781784750114']"
